"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Country-wise Workers' Remittances","31-Jul-2022","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2594.295739","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Jun-2022","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2789.577806","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-May-2022","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2346.240221","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Apr-2022","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","3124.369515","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Mar-2022","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2834.767043","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","28-Feb-2022","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2196.168428","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Jan-2022","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2180.433945","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Dec-2021","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2520.352433","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Nov-2021","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2459.709253","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Oct-2021","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2628.586368","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Sep-2021","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2779.892769","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Aug-2021","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2682.62743","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Jul-2021","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2736.077681","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Jun-2021","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2714.234446","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-May-2021","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2506.658351","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Apr-2021","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2792.557929","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Mar-2021","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2723.218474","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","28-Feb-2021","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2260.322735","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Jan-2021","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2268.742601","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Dec-2020","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2421.721535","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Nov-2020","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2332.147257","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Oct-2020","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2284.10714","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Sep-2020","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2285.022573","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Aug-2020","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2096.213734","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Jul-2020","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2764.960828","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Jun-2020","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2473.27","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-May-2020","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1865.23","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Apr-2020","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1785.1","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Mar-2020","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1904.68","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","29-Feb-2020","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1824.83","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Jan-2020","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1906.98","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Dec-2019","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2097.07","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Nov-2019","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1821.45","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Oct-2019","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2001.22","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Sep-2019","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1740.25","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Aug-2019","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1683.95","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Jul-2019","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2028.28","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Jun-2019","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1636.37","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-May-2019","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2302.02","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Apr-2019","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1770.17","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Mar-2019","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1733.5","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","28-Feb-2019","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1573.68","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Jan-2019","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1735.85","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Dec-2018","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1740.54","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Nov-2018","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1657","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Oct-2018","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2052.55","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Sep-2018","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1480.3","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Aug-2018","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2083.08","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Jul-2018","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1974.35","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Jun-2018","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1627.7","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-May-2018","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1804.1","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Apr-2018","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1678.9","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Mar-2018","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1803.6","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","28-Feb-2018","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1473.1","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Jan-2018","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1662.3","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Dec-2017","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1745.8","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Nov-2017","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1596.5","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Oct-2017","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1677","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Sep-2017","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1314.1","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Aug-2017","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1975","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Jul-2017","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1555.7","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Jun-2017","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1840.3","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-May-2017","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1867.2","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Apr-2017","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1538.9","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Mar-2017","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1694.5","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","28-Feb-2017","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1417.1","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Jan-2017","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1488.4","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Dec-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1585.4","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Nov-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1618.4","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Oct-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1561","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Sep-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1612.4","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Aug-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1767.7","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Jul-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1360.3","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Jun-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","2073.1","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-May-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1799.4","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Apr-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1656.5","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Mar-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1711.2","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","29-Feb-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1521.9","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Jan-2016","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1466.4","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Dec-2015","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1616.1","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Nov-2015","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1565.2","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Oct-2015","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1541.2","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Sep-2015","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1775.2","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Aug-2015","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1527.2","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Jul-2015","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1663.5","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Jun-2015","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1821.7","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-May-2015","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1663.3","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Apr-2015","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1640.1","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Mar-2015","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1608.5","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","28-Feb-2015","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1420.5","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Jan-2015","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1403.7","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Dec-2014","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1634.1","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Nov-2014","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1343.8","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Oct-2014","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1409.2","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Sep-2014","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1748.5","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Aug-2014","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1350.9","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Jul-2014","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1675.8","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Jun-2014","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1499.3","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-May-2014","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1440.5","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","30-Apr-2014","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1311.9","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","31-Mar-2014","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1337.9","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
"Country-wise Workers' Remittances","28-Feb-2014","TS_GP_BOP_WR_M.WR0340",". Total (I+II)","1209.8","Million USD","Normal","","340","Total inflow of Workers' Remittances in Pakistan."
